estimate,id,img,responseTime,shapeindex,trial,truenum,viewindex,firebaseId,PROLIFIC_PID,SESSION_ID,STUDY_ID,dateStarted,feedback,numWarnings,reachedBonus,totalTime
13,INCY9WRU3,Disk2_INCY9WRU3_view2.png,39879,4,1,13,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
50,RPXD8F8A1,Cylinder1_RPXD8F8A1_view5.png,21202,1,2,168,5,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
25,L7HJAI5QH,Disk2_L7HJAI5QH_view2.png,63936,4,3,27,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
100,QJ7A2VLZJ,Sphere2_QJ7A2VLZJ_view3.png,9908,6,4,634,3,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
150,80NMDSOCB,Sphere2_80NMDSOCB_view2.png,11041,6,5,862,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
3,SRGKT7J6W,Disk2_SRGKT7J6W_view1.png,12346,4,6,6,1,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
50,6YS8K4A4Q,Sphere1_6YS8K4A4Q_view5.png,8459,5,7,619,5,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
20,V1KH4ZGWT,Cylinder2_V1KH4ZGWT_view4.png,21259,2,8,31,4,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
100,KPET24YYP,Sphere2_KPET24YYP_view2.png,10701,6,9,734,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
100,ZOSELZLL0,Sphere1_ZOSELZLL0_view2.png,24086,5,10,996,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
100,YQ7UHJ3SX,Sphere1_YQ7UHJ3SX_view3.png,9903,5,11,943,3,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
23,MGZBUG5C3,Disk1_MGZBUG5C3_view2.png,23561,3,12,23,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
10,B81JI2UKR,Disk1_B81JI2UKR_view4.png,15683,3,13,10,4,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
35,5G8BZBGDD,Disk1_5G8BZBGDD_view2.png,29178,3,14,32,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
6,SCRT7R5A3,Disk2_SCRT7R5A3_view1.png,14314,4,15,9,1,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
100,M5NR4RF40,Cylinder1_M5NR4RF40_view3.png,10173,1,16,116,3,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
50,SHCV0RIDU,Cylinder2_SHCV0RIDU_view4.png,12431,2,17,41,4,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
20,YWBCJPVX9,Cylinder2_YWBCJPVX9_view5.png,10031,2,18,38,5,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
100,I0WDT82C3,Cylinder1_I0WDT82C3_view1.png,11261,1,19,116,1,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
200,V3Q1CLJY3,Sphere1_V3Q1CLJY3_view5.png,10401,5,20,841,5,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
50,QNFD860RN,Sphere1_QNFD860RN_view2.png,9934,5,21,654,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
100,KGONB1PPB,Sphere2_KGONB1PPB_view2.png,13430,6,22,527,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
50,NIB1FRFXN,Sphere2_NIB1FRFXN_view2.png,11197,6,23,388,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
75,VL08RVUR5,Sphere2_VL08RVUR5_view5.png,9673,6,24,369,5,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
20,I4VF4FG6X,Cylinder2_I4VF4FG6X_view4.png,8788,2,25,29,4,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
11,VPKDNRNXX,Disk2_VPKDNRNXX_view4.png,18357,4,26,18,4,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
15,2JEAZ69Q3,Disk2_2JEAZ69Q3_view4.png,22028,4,27,26,4,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
16,WNLI89O27,Disk2_WNLI89O27_view2.png,23932,4,28,16,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
10,P0DDLX60P,Disk1_P0DDLX60P_view3.png,15939,3,29,12,3,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
9,LJEPH36J5,Cylinder2_LJEPH36J5_view2.png,15365,2,30,9,2,x2yhcgdtPnuepHTdSwbVowjqgb9X2,633753ce3c8019c829e7ee33,6399097eb44e9f93ceafd970,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:24:11 GMT-0500 (Eastern Standard Time),"No, everything was clear",0,0,518624
67,J19F0VAV8,Sphere1_J19F0VAV8_view5.png,24143,5,1,324,5,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
18,RUXPXZYBF,Disk2_RUXPXZYBF_view5.png,23821,4,2,21,5,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
29,IHQ35HXKS,Cylinder2_IHQ35HXKS_view3.png,18687,2,3,48,3,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
9,4UGDYQ3UM,Disk1_4UGDYQ3UM_view1.png,16871,3,4,15,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
33,RPXQ5E75S,Disk1_RPXQ5E75S_view4.png,24558,3,5,34,4,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
22,NFFYXGFPZ,Disk1_NFFYXGFPZ_view2.png,23269,3,6,21,2,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
82,BYJKQ0GU9,Cylinder1_BYJKQ0GU9_view4.png,23776,1,7,151,4,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
38,V535C6Z59,Cylinder2_V535C6Z59_view3.png,18799,2,8,50,3,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
12,2GCZP1BYJ,Disk1_2GCZP1BYJ_view3.png,12072,3,9,11,3,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
22,3SVUN1HJL,Disk1_3SVUN1HJL_view3.png,12846,3,10,37,3,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
84,XC7T5XT3M,Cylinder1_XC7T5XT3M_view3.png,14894,1,11,136,3,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
27,KZPZYX6I2,Disk2_KZPZYX6I2_view5.png,20527,4,12,22,5,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
271,55MKNGUJJ,Sphere1_55MKNGUJJ_view2.png,28023,5,13,314,2,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
115,VPVRI6MWB,Sphere2_VPVRI6MWB_view1.png,15224,6,14,872,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
64,VA5C6JYKZ,Cylinder1_VA5C6JYKZ_view1.png,19998,1,15,111,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
272,7ILGNRK2D,Sphere2_7ILGNRK2D_view1.png,9462,6,16,249,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
29,2AF1RYG89,Cylinder2_2AF1RYG89_view4.png,12870,2,17,31,4,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
41,XDSIMROG3,Cylinder2_XDSIMROG3_view1.png,9688,2,18,47,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
38,OHDA3OCBC,Cylinder2_OHDA3OCBC_view4.png,11767,2,19,49,4,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
79,QQJOJR0XS,Cylinder1_QQJOJR0XS_view4.png,7319,1,20,74,4,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
614,3N0VYJFQD,Sphere1_3N0VYJFQD_view2.png,22157,5,21,407,2,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
889,QFJ15C239,Sphere1_QFJ15C239_view1.png,5937,5,22,987,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
9,T7OXVFZKO,Disk1_T7OXVFZKO_view5.png,11574,3,23,10,5,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
72,26U5PULZX,Cylinder1_26U5PULZX_view2.png,8478,1,24,101,2,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
212,82DFOODCS,Sphere2_82DFOODCS_view1.png,6128,6,25,295,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
212,3NA1Z3VH8,Disk2_3NA1Z3VH8_view4.png,8391,4,26,20,4,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
29,GIZUFRSOC,Cylinder1_GIZUFRSOC_view1.png,12927,1,27,57,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
79,TVACAARY6,Cylinder1_TVACAARY6_view1.png,8175,1,28,138,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
812,9IFGKGYWD,Sphere1_9IFGKGYWD_view3.png,11696,5,29,634,3,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
555,0JRIF5LHV,Sphere2_0JRIF5LHV_view1.png,14951,6,30,554,1,x76O94eQ5Wbg4R9Szk7VY8Awymnd2,5c3b70640eaa0100018ea877,639906968789fd3c0adaacf1,6393bc7851c6f243862e40e3,Tue Dec 13 2022 18:11:28 GMT-0500 (Eastern Standard Time),"So, I met the criterion for a bonus, yet I received multiple warning for being too quick in estimating.  BTW, those were for images that had a zillion balls in them--no way to accurately count them.",2,1,459078
30,YWBCJPVX9,Cylinder2_YWBCJPVX9_view1.png,24390,2,1,38,1,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
250,KGONB1PPB,Sphere2_KGONB1PPB_view4.png,8794,6,2,527,4,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
16,WNLI89O27,Disk2_WNLI89O27_view5.png,22599,4,3,16,5,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
27,L7HJAI5QH,Disk2_L7HJAI5QH_view2.png,24863,4,4,27,2,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
3,SRGKT7J6W,Disk2_SRGKT7J6W_view3.png,6624,4,5,6,3,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
380,KPET24YYP,Sphere2_KPET24YYP_view5.png,12551,6,6,734,5,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
170,YQ7UHJ3SX,Sphere1_YQ7UHJ3SX_view2.png,8151,5,7,943,2,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
500,80NMDSOCB,Sphere2_80NMDSOCB_view5.png,6017,6,8,862,5,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
100,I0WDT82C3,Cylinder1_I0WDT82C3_view4.png,16110,1,9,116,4,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
75,M5NR4RF40,Cylinder1_M5NR4RF40_view1.png,10271,1,10,116,1,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
25,V1KH4ZGWT,Cylinder2_V1KH4ZGWT_view5.png,13647,2,11,31,5,x7SUZQgc1A5ZYIOPWgNqpiXYPE9j1,5cbcfce214b3cb0015f03471,6399069232fefa9601ab3564,6393bc7851c6f243862e40e3,Tue Dec 13 2022 17:11:25 GMT-0600 (Central Standard Time),"",3,0,487130
